t,temperature,wind_speed,wind_gust_speed,rain_level,average_flow
2019-11-25T00:00:00+00:00,8.7,11.0,24.0,0.0,218.1
2019-11-25T01:00:00+00:00,8.8,9.0,20.0,0.0,144.3
2019-11-25T02:00:00+00:00,8.9,8.0,18.0,0.0,110.0
2019-11-25T03:00:00+00:00,8.8,7.0,18.0,0.0,143.8
2019-11-25T04:00:00+00:00,8.8,10.0,23.0,0.0,315.1
2019-11-25T05:00:00+00:00,8.8,10.0,21.0,0.0,626.9
2019-11-25T06:00:00+00:00,8.8,11.0,27.0,0.0,854.2
2019-11-25T07:00:00+00:00,8.8,12.0,25.0,0.0,1011.7
2019-11-25T08:00:00+00:00,8.5,13.0,26.0,0.0,994.2
2019-11-25T09:00:00+00:00,8.5,12.0,26.0,0.0,935.9
2019-11-25T10:00:00+00:00,9.6,11.0,23.0,0.0,939.3
2019-11-25T11:00:00+00:00,11.6,20.0,39.0,0.0,959.8
2019-11-25T12:00:00+00:00,12.8,18.0,37.0,0.0,956.2
2019-11-25T13:00:00+00:00,13.2,17.0,44.0,0.0,999.5
2019-11-25T14:00:00+00:00,12.2,17.0,40.0,0.0,
2019-11-25T15:00:00+00:00,11.0,14.0,36.0,0.0,967.3
2019-11-25T16:00:00+00:00,10.6,12.0,30.0,0.2,970.0
2019-11-25T17:00:00+00:00,10.5,10.0,28.0,0.0,1015.4
2019-11-25T18:00:00+00:00,10.6,11.0,27.0,0.0,1004.3
2019-11-25T19:00:00+00:00,10.7,11.0,24.0,0.0,850.4
2019-11-25T20:00:00+00:00,10.9,9.0,23.0,0.0,643.9
2019-11-25T21:00:00+00:00,11.1,8.0,20.0,0.0,584.2
2019-11-25T22:00:00+00:00,11.2,7.0,24.0,0.0,518.2
2019-11-25T23:00:00+00:00,11.4,9.0,18.0,0.0,349.5
2019-11-26T00:00:00+00:00,11.3,8.0,19.0,0.0,221.9
2019-11-26T01:00:00+00:00,11.4,11.0,24.0,0.0,151.0
2019-11-26T02:00:00+00:00,11.3,10.0,22.0,0.0,120.4
2019-11-26T03:00:00+00:00,10.9,13.0,29.0,0.0,161.2
2019-11-26T04:00:00+00:00,10.9,11.0,26.0,0.0,321.0
2019-11-26T05:00:00+00:00,10.8,12.0,25.0,0.0,634.9
2019-11-26T06:00:00+00:00,10.7,10.0,23.0,0.0,873.9
2019-11-26T07:00:00+00:00,10.8,9.0,27.0,0.0,1020.7
2019-11-26T08:00:00+00:00,11.0,12.0,31.0,0.0,987.6
2019-11-26T09:00:00+00:00,11.3,16.0,36.0,0.0,903.3
2019-11-26T10:00:00+00:00,11.2,11.0,32.0,0.8,966.4
2019-11-26T11:00:00+00:00,11.3,14.0,41.0,0.4,987.0
2019-11-26T12:00:00+00:00,11.6,10.0,35.0,0.0,978.7
2019-11-26T13:00:00+00:00,12.2,13.0,32.0,0.0,989.0
2019-11-26T14:00:00+00:00,12.7,13.0,34.0,0.0,1000.7
2019-11-26T15:00:00+00:00,12.9,12.0,35.0,0.0,999.6
2019-11-26T16:00:00+00:00,12.7,11.0,30.0,0.0,997.0
2019-11-26T17:00:00+00:00,12.3,11.0,27.0,0.0,1032.9
2019-11-26T18:00:00+00:00,12.2,13.0,31.0,0.0,1055.8
2019-11-26T19:00:00+00:00,12.0,12.0,33.0,0.0,928.3
2019-11-26T20:00:00+00:00,12.0,16.0,37.0,0.4,656.2
2019-11-26T21:00:00+00:00,11.7,14.0,39.0,3.0,596.6
2019-11-26T22:00:00+00:00,11.4,11.0,29.0,3.7,665.3
2019-11-26T23:00:00+00:00,11.2,10.0,26.0,0.0,453.2
2019-11-27T00:00:00+00:00,10.9,13.0,27.0,1.8,271.6
2019-11-27T01:00:00+00:00,11.1,17.0,44.0,2.2,178.2
2019-11-27T02:00:00+00:00,10.9,18.0,42.0,0.0,128.7
2019-11-27T03:00:00+00:00,10.4,20.0,46.0,0.0,166.5
2019-11-27T04:00:00+00:00,10.7,21.0,45.0,0.0,319.8
2019-11-27T05:00:00+00:00,11.0,22.0,49.0,0.0,616.6
2019-11-27T06:00:00+00:00,10.7,19.0,50.0,0.0,857.0
2019-11-27T07:00:00+00:00,10.8,19.0,50.0,0.0,997.2
2019-11-27T08:00:00+00:00,10.7,22.0,48.0,0.0,920.5
2019-11-27T09:00:00+00:00,11.0,23.0,44.0,0.0,784.6
2019-11-27T10:00:00+00:00,10.8,17.0,41.0,0.6,782.8
2019-11-27T11:00:00+00:00,11.3,14.0,45.0,0.0,837.1
2019-11-27T12:00:00+00:00,11.7,22.0,51.0,0.0,858.1
2019-11-27T13:00:00+00:00,12.0,26.0,51.0,0.0,862.6
2019-11-27T14:00:00+00:00,11.7,15.0,53.0,0.2,862.8
2019-11-27T15:00:00+00:00,11.7,19.0,45.0,0.4,892.9
2019-11-27T16:00:00+00:00,12.3,20.0,52.0,0.0,903.1
2019-11-27T17:00:00+00:00,12.3,22.0,57.0,0.0,928.2
2019-11-27T18:00:00+00:00,11.8,23.0,53.0,0.0,921.3
2019-11-27T19:00:00+00:00,11.7,20.0,58.0,0.0,859.0
2019-11-27T20:00:00+00:00,11.5,19.0,52.0,0.0,703.4
2019-11-27T21:00:00+00:00,11.6,14.0,55.0,0.0,647.3
2019-11-27T22:00:00+00:00,11.6,13.0,46.0,0.0,633.6
2019-11-27T23:00:00+00:00,11.2,18.0,40.0,0.0,464.0
2019-11-28T00:00:00+00:00,11.3,13.0,40.0,0.0,303.2
2019-11-28T01:00:00+00:00,11.3,20.0,41.0,0.0,205.8
2019-11-28T02:00:00+00:00,11.0,18.0,42.0,0.0,149.7
2019-11-28T03:00:00+00:00,10.8,16.0,37.0,0.0,176.6
2019-11-28T04:00:00+00:00,10.7,17.0,39.0,0.0,320.4
2019-11-28T05:00:00+00:00,10.6,18.0,42.0,0.0,605.9
2019-11-28T06:00:00+00:00,10.4,14.0,42.0,0.0,822.5
2019-11-28T07:00:00+00:00,10.6,11.0,39.0,0.0,1022.1
2019-11-28T08:00:00+00:00,10.6,17.0,44.0,0.0,1007.4
2019-11-28T09:00:00+00:00,11.0,17.0,47.0,0.0,964.4
2019-11-28T10:00:00+00:00,11.8,15.0,46.0,0.0,1001.9
2019-11-28T11:00:00+00:00,11.8,22.0,48.0,0.0,1026.3
2019-11-28T12:00:00+00:00,12.2,17.0,41.0,0.0,995.4
2019-11-28T13:00:00+00:00,12.0,17.0,54.0,0.0,1026.9
2019-11-28T14:00:00+00:00,12.1,17.0,44.0,0.0,1029.1
2019-11-28T15:00:00+00:00,12.5,19.0,42.0,0.0,1027.0
2019-11-28T16:00:00+00:00,11.7,14.0,40.0,0.0,999.9
2019-11-28T17:00:00+00:00,11.4,14.0,40.0,0.0,1038.7
2019-11-28T18:00:00+00:00,11.3,10.0,39.0,0.0,1074.7
2019-11-28T19:00:00+00:00,10.6,12.0,34.0,0.0,989.9
2019-11-28T20:00:00+00:00,10.4,15.0,34.0,0.0,796.3
2019-11-28T21:00:00+00:00,10.5,13.0,29.0,0.0,730.2
2019-11-28T22:00:00+00:00,10.4,10.0,29.0,0.0,727.6
2019-11-28T23:00:00+00:00,10.4,9.0,19.0,0.0,584.0
2019-11-29T00:00:00+00:00,10.2,10.0,24.0,0.0,398.1
2019-11-29T01:00:00+00:00,10.3,12.0,29.0,0.0,285.5
2019-11-29T02:00:00+00:00,10.1,10.0,31.0,0.0,197.3
2019-11-29T03:00:00+00:00,9.9,9.0,26.0,0.0,211.7
2019-11-29T04:00:00+00:00,9.8,12.0,26.0,0.0,342.6
2019-11-29T05:00:00+00:00,9.7,10.0,23.0,0.0,628.2
2019-11-29T06:00:00+00:00,9.4,9.0,23.0,0.2,868.5
2019-11-29T07:00:00+00:00,9.5,10.0,25.0,0.0,966.5
2019-11-29T08:00:00+00:00,9.2,8.0,31.0,0.6,975.1
2019-11-29T09:00:00+00:00,9.3,10.0,28.0,0.0,948.0
2019-11-29T10:00:00+00:00,9.4,10.0,23.0,0.0,985.9
2019-11-29T11:00:00+00:00,9.5,9.0,23.0,0.0,972.9
2019-11-29T12:00:00+00:00,8.9,13.0,32.0,0.0,980.8
2019-11-29T13:00:00+00:00,8.4,15.0,27.0,0.0,1022.9
2019-11-29T14:00:00+00:00,8.7,9.0,31.0,0.0,1022.9
2019-11-29T15:00:00+00:00,8.8,7.0,18.0,0.0,1026.2
2019-11-29T16:00:00+00:00,8.7,7.0,17.0,0.0,1011.7
2019-11-29T17:00:00+00:00,8.7,6.0,16.0,0.0,1023.7
2019-11-29T18:00:00+00:00,8.8,6.0,14.0,0.0,1052.1
2019-11-29T19:00:00+00:00,8.9,7.0,15.0,0.0,992.9
2019-11-29T20:00:00+00:00,8.7,9.0,17.0,0.0,839.1
2019-11-29T21:00:00+00:00,8.6,8.0,19.0,0.0,763.6
2019-11-29T22:00:00+00:00,8.5,8.0,18.0,0.0,774.8
2019-11-29T23:00:00+00:00,7.7,9.0,21.0,0.0,695.9
2019-11-30T00:00:00+00:00,7.0,8.0,19.0,0.0,540.3
2019-11-30T01:00:00+00:00,7.0,10.0,18.0,0.0,450.9
2019-11-30T02:00:00+00:00,6.7,7.0,19.0,0.0,333.0
2019-11-30T03:00:00+00:00,6.2,8.0,20.0,0.0,298.4
2019-11-30T04:00:00+00:00,5.7,9.0,18.0,0.0,321.8
2019-11-30T05:00:00+00:00,5.7,12.0,20.0,0.0,377.8
2019-11-30T06:00:00+00:00,5.4,13.0,22.0,0.0,467.2
2019-11-30T07:00:00+00:00,4.9,9.0,23.0,0.0,629.8
2019-11-30T08:00:00+00:00,4.7,13.0,26.0,0.0,793.9
2019-11-30T09:00:00+00:00,5.6,10.0,26.0,0.0,894.6
2019-11-30T10:00:00+00:00,7.0,10.0,27.0,0.0,928.8
2019-11-30T11:00:00+00:00,7.8,12.0,30.0,0.0,974.1
2019-11-30T12:00:00+00:00,8.7,17.0,37.0,0.0,980.1
2019-11-30T13:00:00+00:00,8.5,18.0,41.0,0.0,981.6
2019-11-30T14:00:00+00:00,8.1,18.0,42.0,0.0,981.4
2019-11-30T15:00:00+00:00,7.7,18.0,39.0,0.0,988.9
2019-11-30T16:00:00+00:00,7.1,13.0,39.0,0.0,969.0
2019-11-30T17:00:00+00:00,6.7,16.0,40.0,0.0,952.6
2019-11-30T18:00:00+00:00,6.3,14.0,35.0,0.0,993.9
2019-11-30T19:00:00+00:00,5.8,14.0,37.0,0.0,977.1
2019-11-30T20:00:00+00:00,5.8,14.0,41.0,0.0,848.9
2019-11-30T21:00:00+00:00,5.7,13.0,41.0,0.0,784.1
2019-11-30T22:00:00+00:00,5.5,14.0,38.0,0.0,826.4
2019-11-30T23:00:00+00:00,5.6,19.0,38.0,0.0,803.3
2019-12-01T00:00:00+00:00,5.4,19.0,40.0,0.0,681.0
2019-12-01T01:00:00+00:00,5.3,10.0,33.0,0.0,539.9
2019-12-01T02:00:00+00:00,5.2,9.0,28.0,0.0,394.9
2019-12-01T03:00:00+00:00,4.6,11.0,21.0,0.6,326.4
2019-12-01T04:00:00+00:00,4.3,12.0,29.0,0.0,299.6
2019-12-01T05:00:00+00:00,4.1,7.0,24.0,0.8,290.6
2019-12-01T06:00:00+00:00,3.6,11.0,24.0,1.0,300.4
2019-12-01T07:00:00+00:00,3.5,11.0,25.0,0.2,386.9
2019-12-01T08:00:00+00:00,3.5,13.0,25.0,0.2,563.1
2019-12-01T09:00:00+00:00,3.5,13.0,30.0,0.0,720.7
2019-12-01T10:00:00+00:00,3.4,16.0,31.0,0.0,834.6
2019-12-01T11:00:00+00:00,3.5,18.0,32.0,0.0,954.3
2019-12-01T12:00:00+00:00,3.5,19.0,33.0,0.0,932.0
2019-12-01T13:00:00+00:00,3.9,13.0,26.0,0.0,923.3
2019-12-01T14:00:00+00:00,4.1,16.0,25.0,0.0,967.6
2019-12-01T15:00:00+00:00,4.2,15.0,28.0,0.0,979.8
2019-12-01T16:00:00+00:00,4.2,14.0,32.0,0.0,962.9
2019-12-01T17:00:00+00:00,3.8,17.0,38.0,0.0,972.1
2019-12-01T18:00:00+00:00,3.8,19.0,40.0,0.0,961.4
2019-12-01T19:00:00+00:00,4.0,19.0,39.0,0.0,861.1
2019-12-01T20:00:00+00:00,3.6,20.0,46.0,0.0,739.6
2019-12-01T21:00:00+00:00,3.6,20.0,44.0,0.0,608.4
2019-12-01T22:00:00+00:00,3.3,22.0,40.0,0.0,512.3
2019-12-01T23:00:00+00:00,2.8,15.0,37.0,0.0,344.9
2019-12-02T00:00:00+00:00,2.3,15.0,39.0,0.0,234.4
2019-12-02T01:00:00+00:00,1.8,16.0,32.0,0.0,154.8
2019-12-02T02:00:00+00:00,1.7,14.0,33.0,0.0,106.9
2019-12-02T03:00:00+00:00,1.5,14.0,30.0,0.0,144.4
2019-12-02T04:00:00+00:00,1.5,14.0,28.0,0.0,318.2
2019-12-02T05:00:00+00:00,1.5,14.0,31.0,0.0,630.4
2019-12-02T06:00:00+00:00,1.5,12.0,27.0,0.0,884.9
2019-12-02T07:00:00+00:00,1.7,14.0,26.0,0.0,1027.2
2019-12-02T08:00:00+00:00,1.5,9.0,23.0,0.0,996.6
2019-12-02T09:00:00+00:00,2.7,12.0,20.0,0.0,934.8
2019-12-02T10:00:00+00:00,4.4,10.0,20.0,0.0,677.4
2019-12-02T11:00:00+00:00,5.2,8.0,21.0,0.0,1012.4
2019-12-02T12:00:00+00:00,6.1,9.0,22.0,0.0,985.5
2019-12-02T13:00:00+00:00,6.7,13.0,22.0,0.0,991.1
2019-12-02T14:00:00+00:00,6.4,10.0,26.0,0.0,987.2
2019-12-02T15:00:00+00:00,6.3,8.0,21.0,0.0,983.6
2019-12-02T16:00:00+00:00,6.7,11.0,20.0,0.0,993.0
2019-12-02T17:00:00+00:00,6.5,14.0,26.0,0.0,1004.1
2019-12-02T18:00:00+00:00,5.9,10.0,27.0,0.0,1026.5
2019-12-02T19:00:00+00:00,5.6,10.0,19.0,0.0,907.9
2019-12-02T20:00:00+00:00,5.7,12.0,26.0,0.0,675.7
2019-12-02T21:00:00+00:00,5.2,11.0,26.0,0.0,596.6
2019-12-02T22:00:00+00:00,4.8,8.0,24.0,0.0,536.8
2019-12-02T23:00:00+00:00,4.5,10.0,24.0,0.0,391.9
2019-12-03T00:00:00+00:00,4.4,6.0,22.0,0.0,228.8
2019-12-03T01:00:00+00:00,3.8,8.0,19.0,0.0,157.8
2019-12-03T02:00:00+00:00,3.4,7.0,18.0,0.0,119.0
2019-12-03T03:00:00+00:00,3.0,5.0,13.0,0.2,156.6
2019-12-03T04:00:00+00:00,2.6,2.0,10.0,0.0,312.8
2019-12-03T05:00:00+00:00,2.8,7.0,14.0,0.0,639.1
2019-12-03T06:00:00+00:00,3.4,6.0,15.0,0.0,892.0
2019-12-03T07:00:00+00:00,3.4,7.0,17.0,0.0,1020.3
2019-12-03T08:00:00+00:00,3.2,9.0,15.0,0.0,1005.0
2019-12-03T09:00:00+00:00,3.8,5.0,15.0,0.0,959.2
2019-12-03T10:00:00+00:00,4.4,4.0,9.0,0.0,716.5
2019-12-03T11:00:00+00:00,5.1,5.0,12.0,2.7,1044.0
2019-12-03T12:00:00+00:00,6.1,9.0,17.0,0.0,1012.8
2019-12-03T13:00:00+00:00,5.7,9.0,21.0,0.0,1027.9
2019-12-03T14:00:00+00:00,5.3,10.0,21.0,0.0,1028.8
2019-12-03T15:00:00+00:00,5.0,5.0,19.0,0.0,1030.1
2019-12-03T16:00:00+00:00,4.5,11.0,21.0,0.0,990.7
2019-12-03T17:00:00+00:00,4.7,11.0,23.0,0.0,1014.9
2019-12-03T18:00:00+00:00,4.5,11.0,24.0,0.0,1052.5
2019-12-03T19:00:00+00:00,4.4,6.0,22.0,0.0,972.3
2019-12-03T20:00:00+00:00,4.1,11.0,22.0,0.0,754.5
2019-12-03T21:00:00+00:00,3.6,6.0,22.0,0.0,680.1
2019-12-03T22:00:00+00:00,3.6,8.0,23.0,0.0,643.8
2019-12-03T23:00:00+00:00,3.4,9.0,22.0,0.0,459.7
2019-12-04T00:00:00+00:00,2.9,10.0,20.0,0.0,284.4
2019-12-04T01:00:00+00:00,2.3,6.0,21.0,0.0,195.8
2019-12-04T02:00:00+00:00,1.9,6.0,18.0,0.0,140.0
2019-12-04T03:00:00+00:00,1.5,5.0,13.0,0.0,170.1
2019-12-04T04:00:00+00:00,1.1,5.0,12.0,0.0,321.1
2019-12-04T05:00:00+00:00,0.8,5.0,14.0,0.0,637.5
2019-12-04T06:00:00+00:00,0.8,8.0,13.0,0.0,882.6
2019-12-04T07:00:00+00:00,0.5,8.0,14.0,0.0,1003.5
2019-12-04T08:00:00+00:00,1.0,12.0,20.0,0.0,973.8
2019-12-04T09:00:00+00:00,1.6,5.0,17.0,0.0,935.9
2019-12-04T10:00:00+00:00,2.5,6.0,14.0,0.0,991.6
2019-12-04T11:00:00+00:00,3.8,8.0,18.0,0.0,1009.2
2019-12-04T12:00:00+00:00,5.2,4.0,13.0,0.0,975.4
2019-12-04T13:00:00+00:00,5.9,4.0,14.0,0.0,979.5
2019-12-04T14:00:00+00:00,5.6,5.0,10.0,0.0,988.6
2019-12-04T15:00:00+00:00,5.2,4.0,14.0,0.0,999.7
2019-12-04T16:00:00+00:00,4.4,6.0,17.0,0.0,954.9
2019-12-04T17:00:00+00:00,3.8,9.0,14.0,0.0,971.9
2019-12-04T18:00:00+00:00,3.2,6.0,12.0,0.0,994.8
2019-12-04T19:00:00+00:00,3.3,4.0,11.0,0.0,971.6
2019-12-04T20:00:00+00:00,2.6,5.0,8.0,0.0,853.8
2019-12-04T21:00:00+00:00,2.7,7.0,9.0,0.0,709.0
2019-12-04T22:00:00+00:00,2.4,8.0,15.0,0.0,736.1
2019-12-04T23:00:00+00:00,1.0,6.0,12.0,0.0,540.5
2019-12-05T00:00:00+00:00,0.7,5.0,13.0,0.0,341.5
2019-12-05T01:00:00+00:00,0.5,4.0,10.0,0.0,239.0
2019-12-05T02:00:00+00:00,0.6,4.0,11.0,0.0,172.2
2019-12-05T03:00:00+00:00,0.5,7.0,13.0,0.0,215.1
2019-12-05T04:00:00+00:00,0.2,5.0,14.0,0.0,454.2
2019-12-05T05:00:00+00:00,-0.1,12.0,24.0,0.0,769.9
2019-12-05T06:00:00+00:00,-0.1,2.0,21.0,0.0,905.0
2019-12-05T07:00:00+00:00,-0.1,6.0,13.0,0.0,958.1
2019-12-05T08:00:00+00:00,0.0,6.0,14.0,0.0,928.5
2019-12-05T09:00:00+00:00,0.4,6.0,22.0,0.0,840.8
2019-12-05T10:00:00+00:00,1.3,4.0,10.0,0.0,825.7
2019-12-05T11:00:00+00:00,1.8,3.0,15.0,0.0,848.7
2019-12-05T12:00:00+00:00,1.7,8.0,15.0,0.0,820.6
2019-12-05T13:00:00+00:00,1.2,8.0,17.0,0.0,862.2
2019-12-05T14:00:00+00:00,0.8,6.0,19.0,0.0,882.9
2019-12-05T15:00:00+00:00,1.1,5.0,14.0,0.0,911.9
2019-12-05T16:00:00+00:00,0.6,6.0,15.0,0.0,932.5
2019-12-05T17:00:00+00:00,0.7,6.0,16.0,0.0,1004.4
2019-12-05T18:00:00+00:00,0.7,6.0,13.0,0.0,1002.9
2019-12-05T19:00:00+00:00,0.6,7.0,17.0,0.0,901.8
2019-12-05T20:00:00+00:00,0.1,10.0,22.0,0.0,748.3
2019-12-05T21:00:00+00:00,-0.2,9.0,21.0,0.0,646.0
2019-12-05T22:00:00+00:00,-0.2,7.0,18.0,0.0,604.8
2019-12-05T23:00:00+00:00,-0.4,9.0,17.0,0.0,459.6
2019-12-06T00:00:00+00:00,-0.6,9.0,24.0,0.0,288.4
2019-12-06T01:00:00+00:00,-0.3,6.0,21.0,0.0,199.2
2019-12-06T02:00:00+00:00,0.2,15.0,30.0,0.0,152.3
2019-12-06T03:00:00+00:00,0.4,9.0,24.0,0.0,196.2
2019-12-06T04:00:00+00:00,0.5,9.0,25.0,0.0,406.4
2019-12-06T05:00:00+00:00,0.2,8.0,28.0,0.0,743.6
2019-12-06T06:00:00+00:00,0.5,9.0,26.0,0.0,934.6
2019-12-06T07:00:00+00:00,1.3,6.0,20.0,0.0,1024.5
2019-12-06T08:00:00+00:00,2.0,6.0,26.0,0.0,1025.4
2019-12-06T09:00:00+00:00,2.9,16.0,35.0,0.0,968.0
2019-12-06T10:00:00+00:00,3.1,17.0,32.0,0.0,987.3
2019-12-06T11:00:00+00:00,3.1,15.0,40.0,0.2,989.8
2019-12-06T12:00:00+00:00,3.4,13.0,30.0,1.2,994.5
2019-12-06T13:00:00+00:00,3.4,8.0,40.0,0.2,1001.7
2019-12-06T14:00:00+00:00,4.0,11.0,30.0,0.2,998.6
2019-12-06T15:00:00+00:00,5.2,10.0,30.0,0.0,956.6
2019-12-06T16:00:00+00:00,6.1,13.0,46.0,0.0,926.1
2019-12-06T17:00:00+00:00,7.1,15.0,45.0,0.0,919.3
2019-12-06T18:00:00+00:00,7.9,18.0,47.0,0.2,936.1
2019-12-06T19:00:00+00:00,8.7,19.0,53.0,0.2,930.4
2019-12-06T20:00:00+00:00,9.4,14.0,40.0,0.0,878.6
2019-12-06T21:00:00+00:00,9.6,15.0,43.0,0.0,816.8
2019-12-06T22:00:00+00:00,9.9,8.0,34.0,0.0,783.1
2019-12-06T23:00:00+00:00,10.0,10.0,32.0,0.0,709.4
2019-12-07T00:00:00+00:00,10.0,13.0,28.0,0.4,548.1
2019-12-07T01:00:00+00:00,10.0,13.0,32.0,0.0,406.7
2019-12-07T02:00:00+00:00,9.9,10.0,32.0,0.0,281.9
2019-12-07T03:00:00+00:00,9.8,8.0,25.0,0.0,262.2
2019-12-07T04:00:00+00:00,9.3,8.0,26.0,0.0,331.7
2019-12-07T05:00:00+00:00,9.7,12.0,23.0,0.0,458.2
2019-12-07T06:00:00+00:00,9.6,12.0,23.0,0.0,609.8
2019-12-07T07:00:00+00:00,9.2,8.0,19.0,0.0,789.7
2019-12-07T08:00:00+00:00,9.3,6.0,17.0,0.0,927.1
2019-12-07T09:00:00+00:00,9.7,7.0,19.0,0.0,963.7
2019-12-07T10:00:00+00:00,10.1,11.0,22.0,0.0,1026.9
2019-12-07T11:00:00+00:00,10.5,12.0,24.0,0.0,1030.4
2019-12-07T12:00:00+00:00,11.5,11.0,28.0,0.0,1034.2
2019-12-07T13:00:00+00:00,11.3,13.0,30.0,0.0,1015.4
2019-12-07T14:00:00+00:00,11.2,9.0,20.0,0.0,1025.9
2019-12-07T15:00:00+00:00,10.9,10.0,20.0,0.0,1013.6
2019-12-07T16:00:00+00:00,10.6,10.0,21.0,0.0,1008.5
2019-12-07T17:00:00+00:00,10.5,9.0,20.0,0.0,1008.7
2019-12-07T18:00:00+00:00,10.4,10.0,23.0,0.0,1008.0
2019-12-07T19:00:00+00:00,10.3,11.0,23.0,0.0,1004.3
2019-12-07T20:00:00+00:00,10.2,10.0,25.0,0.0,939.5
2019-12-07T21:00:00+00:00,10.1,9.0,21.0,0.0,872.7
2019-12-07T22:00:00+00:00,10.2,9.0,23.0,0.0,877.6
2019-12-07T23:00:00+00:00,10.5,14.0,30.0,0.0,874.2
2019-12-08T00:00:00+00:00,10.5,14.0,29.0,0.0,749.4
2019-12-08T01:00:00+00:00,10.5,14.0,34.0,0.0,564.0
2019-12-08T02:00:00+00:00,10.2,26.0,55.0,0.0,375.3
2019-12-08T03:00:00+00:00,10.6,18.0,42.0,0.0,299.8
2019-12-08T04:00:00+00:00,10.7,18.0,40.0,0.0,306.4
2019-12-08T05:00:00+00:00,10.6,19.0,50.0,0.0,352.0
2019-12-08T06:00:00+00:00,11.0,21.0,57.0,0.0,397.3
2019-12-08T07:00:00+00:00,11.0,24.0,57.0,0.2,497.1
2019-12-08T08:00:00+00:00,10.8,19.0,53.0,2.4,701.0
2019-12-08T09:00:00+00:00,11.2,28.0,55.0,0.8,854.0
2019-12-08T10:00:00+00:00,11.8,22.0,51.0,0.0,927.0
2019-12-08T11:00:00+00:00,12.1,17.0,48.0,0.4,1010.7
2019-12-08T12:00:00+00:00,12.4,16.0,47.0,0.8,996.0
2019-12-08T13:00:00+00:00,11.3,9.0,49.0,0.0,996.7
2019-12-08T14:00:00+00:00,11.6,12.0,40.0,0.0,1006.3
2019-12-08T15:00:00+00:00,10.8,14.0,35.0,0.0,1007.3
2019-12-08T16:00:00+00:00,10.2,17.0,45.0,0.0,1001.3
2019-12-08T17:00:00+00:00,9.6,10.0,41.0,0.0,985.7
2019-12-08T18:00:00+00:00,9.6,16.0,40.0,0.0,982.0
2019-12-08T19:00:00+00:00,9.8,17.0,46.0,0.0,952.2
2019-12-08T20:00:00+00:00,8.9,16.0,48.0,0.0,901.1
2019-12-08T21:00:00+00:00,8.7,19.0,46.0,0.0,782.0
2019-12-08T22:00:00+00:00,8.7,16.0,43.0,0.0,637.2
2019-12-08T23:00:00+00:00,8.1,21.0,50.0,0.0,415.9
2019-12-09T00:00:00+00:00,7.4,19.0,51.0,0.0,235.1
2019-12-09T01:00:00+00:00,7.5,19.0,60.0,0.2,149.7
2019-12-09T02:00:00+00:00,7.8,23.0,53.0,0.0,115.6
2019-12-09T03:00:00+00:00,8.2,21.0,53.0,0.0,171.6
2019-12-09T04:00:00+00:00,8.4,23.0,58.0,0.0,442.7
2019-12-09T05:00:00+00:00,7.5,14.0,54.0,1.8,750.0
2019-12-09T06:00:00+00:00,6.2,12.0,43.0,5.7,904.3
2019-12-09T07:00:00+00:00,6.8,19.0,41.0,1.4,906.8
2019-12-09T08:00:00+00:00,7.5,22.0,41.0,3.0,897.0
2019-12-09T09:00:00+00:00,8.5,17.0,63.0,1.2,910.3
2019-12-09T10:00:00+00:00,9.3,25.0,71.0,0.6,973.3
2019-12-09T11:00:00+00:00,9.7,22.0,68.0,0.0,972.7
2019-12-09T12:00:00+00:00,10.0,23.0,61.0,0.0,966.3
2019-12-09T13:00:00+00:00,10.3,31.0,73.0,0.0,961.9
2019-12-09T14:00:00+00:00,10.0,29.0,70.0,0.0,3685.5
2019-12-09T15:00:00+00:00,9.9,22.0,68.0,0.0,983.8
2019-12-09T16:00:00+00:00,9.5,24.0,54.0,0.0,948.2
2019-12-09T17:00:00+00:00,8.8,24.0,56.0,0.0,958.1
2019-12-09T18:00:00+00:00,8.3,17.0,41.0,0.0,961.1
2019-12-09T19:00:00+00:00,7.7,19.0,42.0,0.0,893.8
2019-12-09T20:00:00+00:00,7.2,10.0,35.0,0.0,794.6
2019-12-09T21:00:00+00:00,6.6,12.0,29.0,0.0,678.6
2019-12-09T22:00:00+00:00,6.2,9.0,22.0,0.0,601.1
2019-12-09T23:00:00+00:00,5.8,7.0,18.0,0.0,402.8
2019-12-10T00:00:00+00:00,4.9,8.0,10.0,0.0,234.2
2019-12-10T01:00:00+00:00,4.4,8.0,14.0,0.0,152.4
2019-12-10T02:00:00+00:00,2.6,6.0,9.0,0.0,120.0
2019-12-10T03:00:00+00:00,2.4,10.0,14.0,0.0,185.9
2019-12-10T04:00:00+00:00,2.0,7.0,14.0,0.0,478.8
2019-12-10T05:00:00+00:00,2.0,9.0,15.0,0.0,809.6
2019-12-10T06:00:00+00:00,1.6,9.0,15.0,0.0,944.5
2019-12-10T07:00:00+00:00,1.5,7.0,15.0,0.0,1027.1
2019-12-10T08:00:00+00:00,1.6,9.0,18.0,0.0,1026.3
2019-12-10T09:00:00+00:00,2.3,10.0,21.0,0.0,938.3
2019-12-10T10:00:00+00:00,3.7,12.0,29.0,0.0,943.9
2019-12-10T11:00:00+00:00,5.1,15.0,27.0,0.0,985.9
2019-12-10T12:00:00+00:00,6.5,16.0,35.0,0.0,977.4
2019-12-10T13:00:00+00:00,7.1,12.0,38.0,0.0,978.9
2019-12-10T14:00:00+00:00,7.4,14.0,31.0,0.0,970.4
